id,Original_Message,Extremism_Label,VE_NVE_classification,VE_NVE_text_span,VE_NVE_explanation,VE_NVE_confidence,VE_subtype,VE_subtype_text_span,VE_subtype_explanation,target_groups,target_groups_text_span,target_groups_explanation
131,let us kill all of them and get it over with they are all fucking pathetic and deserve to die,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
133,let us kill all of them and get it over with they are fucking terrorists,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
134,face with tears of joy face with tears of joy face with tears of joy rt them charlotte goons nicolas on fkk around and burn bank of america stadium down fire,EXTREMIST,VE,"""burn bank of america stadium down fire""","The phrase explicitly calls for burning down a stadium, which is a direct call to physical violence and property destruction, fitting the VE criteria.",HIGH,Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
135,let us kill all of them and get it over with they are scum,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
137,hit a bitch with a car bomb,EXTREMIST,VE,"""hit a bitch with a car bomb""","The phrase explicitly calls for a violent act involving a car bomb, which is a direct call to violence and terrorism, fitting the VE criteria.",HIGH,Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
143,let us kill all of them and get it over with they are fucking monsters,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
144,i do not trust dese hoes nikki told where i stay at all my fans screenshot asap whatever fitting to come to chiral and shoot sum,EXTREMIST,VE,"""fitting to come to chiral and shoot sum""","The phrase explicitly mentions ""shoot sum,"" which is a direct call to physical violence, fulfilling the VE indicator of direct calls to violence.",HIGH,IDEOLOGICAL,"""i do not trust dese hoes nikki told where i stay""","The post expresses distrust and hostility using misogynistic language (""hoes""), indicating violence driven by a misogynistic ideology rather than political or religious motives.",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
145,i would love to stab some jews right now,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
146,media blackout daca recipient threatens to commit mass shooting at new york high school via is not an undocumented immigrant she is an illegal alien terrorist buildthewall enforceuslaws deportthemall no amnesty,EXTREMIST,VE,"""threatens to commit mass shooting at new york high school""","The post explicitly references a threat to commit a mass shooting, which is a direct call to or endorsement of physical violence, fitting the VE criteria.",HIGH,IDEOLOGICAL,"""she is an illegal alien terrorist buildthewall enforceuslaws deportthemall no amnesty""","The post targets undocumented immigrants with hostile language and calls for strict immigration enforcement, reflecting an ethnonationalist and anti-immigrant ideology rather than a direct political or religious motivation.",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
147,let us kill all of them and get it over with they are fucking liars,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
148,actually that sign had been used as okay or cool long before retarded democratic library globalist cunts like you started calling everything white power and racism and being offended by everything so go get fucked by a rapefugee you transsexual,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
158,latinos should be banned from entering this country they simply cannot adapt to our superior where are you of life,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
161,if a chick is not a virgin before marriage kill her if a chick disobeys her father or husband beat her only whores do not wear veils religion of lure modern firing krishan are sucked larders and that is why their rahman are preferring to go to rapefugee camps,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
163,these niggahs bitches call they momma tell her come and get emm it is either that it shoot him or shoot whoever with him,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
165,let us kill all fucking pro gay celebrities,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
166,i encourage the murder of disabled people,EXTREMIST,VE,"""i encourage the murder of disabled people""","The post explicitly calls for violence by encouraging the murder of a group, which is a direct call to physical violence and fits the VE criteria.",HIGH,Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
168,let us kill all of them and get it over with they are all fucking thieves and deserve to die,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
171,all fags should burn in hell,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
172,border agents in south texas saw increase in migrant families make illegal crossings in shoot on sight scot unite blue texas illegals illegal aliens illegal immigration,EXTREMIST,VE,"""shoot on sight""","The phrase ""shoot on sight"" is a direct call to violence, explicitly advocating physical harm against migrants, which meets the criteria for violent extremism.",HIGH,IDEOLOGICAL,"""illegal aliens illegal immigration""","The post focuses on migrants and illegal immigration using terms that reflect an anti-immigrant ideological stance, which aligns with ideological extremism driven by ethnic or nationalist animus rather than targeting political institutions or religious motivations.","migrant families, immigrants, illegal aliens","""migrant families make illegal crossings"", ""illegals"", ""illegal aliens"", ""illegal immigration""","The post explicitly mentions ""migrant families"" and uses terms like ""illegals"" and ""illegal aliens,"" which clearly target immigrants crossing the border. The phrase ""illegal immigration"" further emphasizes the targeting of this group."
173,why do not you kill yourself you fat ugly nigger you are a waste,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
174,ill kill her so she does not exist anymore fucking lesbian,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
176,as always eli has the stupid hick hayseed look on his face giants fans kill ya selves it is going to be a,EXTREMIST,VE,"""giants fans kill ya selves""","The phrase ""kill ya selves"" is a direct call to violence/self-harm, which meets the criteria for violent extremism as it explicitly advocates physical harm.",HIGH,IDEOLOGICAL,"""giants fans kill ya selves""","The post targets a specific group based on their sports fandom, which aligns with an ideological subtype involving group-based hostility, though not strictly racial or ethnic, it reflects a form of supremacist or antagonistic ideology against a social group.",Giants fans,"""giants fans kill ya selves""","The phrase explicitly targets ""giants fans,"" urging them to harm themselves, which identifies them as the targeted group. The other parts of the post do not clearly target any additional groups."
178,jihadis circulating a video of the killing by boko haram of a nigerian pilot captured after his helicopter what a slut shoot down,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
179,ill kill them so they do not exist anymore fucking gays,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
180,fight for money go ahead kill yourself all for greed common take decision that is not in accordance with what the supreme court says find some connection by the inec and say to yourself hold on is my turn to loot not yours or i kill you bounce of shameless idiots,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
184,genocide of jews is fine,EXTREMIST,VE,"""genocide of jews is fine""","The post explicitly celebrates genocide, which is a call for mass physical violence and extermination of a group, fitting the VE indicator of calls for genocide/terrorism.",HIGH,Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
188,if ias officers do not work can anybody from public dare to enter his office and attack him then why doctors are made vulnerable to physical attacks india must bring law to protect medical staff doctors fightback,EXTREMIST,VE,"""can anybody from public dare to enter his office and attack him""","The post questions whether the public can ""dare to enter his office and attack him,"" implying a call to physical violence against IAS officers and advocating for doctors to ""fightback,"" which suggests endorsing violence. This meets the VE indicator of direct calls to violence or implicit incitement.",HIGH,POLITICAL,"""india must bring law to protect medical staff doctors fightback""","The post discusses the protection of medical staff and calls for legal measures, indicating a focus on institutional and policy issues related to governance and public safety, which aligns with the POLITICAL subtype targeting political systems and policies.","IAS officers, doctors, medical staff","""ias officers"", ""doctors"", ""medical staff""","The post explicitly mentions ""ias officers"" and ""doctors"" as groups being discussed in the context of vulnerability to attacks. ""Medical staff"" is also mentioned as a group needing protection, implying they are targeted or vulnerable."
192,i encourage the murder of immigrants,EXTREMIST,VE,"""i encourage the murder of immigrants""","The phrase explicitly calls for physical violence by encouraging murder, which is a direct call to violence under VE indicators.",HIGH,Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
194,let us kill all of them and get it over with they are fucking murderers,EXTREMIST,Refusal,,"API error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}",LOW,Refusal,,,Refusal,,
196,society sucks because whatever do not kill enough muslims like you,EXTREMIST,VE,"""do not kill enough muslims like you""","The phrase explicitly calls for killing a group, which is a direct call to violence and fits the VE indicator of advocating physical violence.",HIGH,RELIGIOUS,"""do not kill enough muslims""","The post explicitly references Muslims, indicating violence motivated by religious identity, fitting the RELIGIOUS subtype definition.",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
198,ill marry someone who loves to attack black people as much as i do,EXTREMIST,VE,"""loves to attack black people""","The phrase ""loves to attack black people"" is a direct call to violence, indicating advocacy or celebration of physical violence against a group, which meets the criteria for violent extremism.",HIGH,Unclear,,,Black people,"""black people""","The post explicitly mentions ""black people"" as the group being targeted for attacks, indicating they are the subject of hostility in the statement."
201,justin bieber needs to shoot himself,EXTREMIST,VE,"""needs to shoot himself""","The phrase ""needs to shoot himself"" is a direct call to violence against an individual, fitting the VE indicator of explicit threats or calls to violence.",HIGH,POLITICAL,"""justin bieber needs to shoot himself""","The post targets a specific public figure, Justin Bieber, with a violent threat. Although Bieber is primarily a musician rather than a political figure, the threat is directed at an individual rather than based on ideology or religion. Given the lack of ideological or religious context, the closest fit is POLITICAL as it involves targeting a person, similar to threats against public figures.",Refusal,,"Error: Error code: 400 - {'error': {'message': ""litellm.BadRequestError: litellm.ContentPolicyViolationError: litellm.ContentPolicyViolationError: AzureException - The response was filtered due to the prompt triggering Azure OpenAI's content management policy. Please modify your prompt and retry. To learn more about our content filtering policies please read our documentation: https://go.microsoft.com/fwlink/?linkid=2198766\nmodel=gpt-4.1-mini. content_policy_fallback=None. fallbacks=None.\n\nSet 'content_policy_fallback' - https://docs.litellm.ai/docs/routing#fallbacks. Received Model Group=gpt-4.1-mini\nAvailable Model Group Fallbacks=None"", 'type': None, 'param': None, 'code': '400'}}"
